title,release_year,genres,runtime,director,vote_average,vote_count,popularity,budget,revenue
Miracle on 34th Street,1994,"Fantasy, Drama, Family",114,Les Mayfield,6.743,1095,5.8527,0,46264384
Miami Rhapsody,1995,"Comedy, Romance",95,David Frankel,5.2,58,1.2711,0,5
My Family,1995,"Comedy, Drama",128,Gregory Nava,7.444,81,1.5512,5500000,11079373
Murder in the First,1995,"Crime, Drama",122,Marc Rocco,7.1,589,3.5872,20000000,29500000
Nobody's Fool,1994,"Drama, Comedy",110,Robert Benton,6.838,324,2.854,20000000,39491975
Nell,1994,"Drama, Thriller",112,Michael Apted,6.5,532,3.1732,31000000,106683817
New Jersey Drive,1995,"Crime, Drama",98,Nick Gomez,6.244,45,0.8011,5000000,0
New York Undercover Cop,1993,"Action, Thriller, Crime, Drama",88,Tōru Murakawa,2.813,9,1.8539,0,0
Beyond Bedlam,1994,Horror,89,Vadim Jean,4.6,9,0.3228,4800000,0
Nemesis 2: Nebula,1995,"Science Fiction, Action, Thriller",83,Albert Pyun,4.18,50,3.0061,0,0
Nina Takes a Lover,1995,"Drama, Romance",100,Alan Jacobs,5.393,14,2.1828,0,0
Natural Born Killers,1994,"Crime, Thriller, Drama",118,Oliver Stone,7.052,3628,3.3683,34000000,50283563
Only You,1994,"Romance, Comedy",115,Norman Jewison,6.738,548,4.0601,0,20059210
Once Were Warriors,1994,Drama,99,Lee Tamahori,7.4,461,2.2532,950000,6700000
Outbreak,1995,"Action, Drama, Science Fiction, Thriller",129,Wolfgang Petersen,6.563,2387,3.5765,50000000,189900000
Léon: The Professional,1994,"Crime, Drama, Action",111,Luc Besson,8.3,15568,10.4834,16000000,45284974
The Perez Family,1995,"Comedy, Drama, Romance",113,Mira Nair,6.05,40,4.2533,11000000,2832826
A Pyromaniac's Love Story,1995,"Comedy, Drama, Romance",94,Joshua Brand,5.1,15,1.3162,0,345972
Pulp Fiction,1994,"Thriller, Crime, Comedy",154,Quentin Tarantino,8.488,29279,16.5468,8000000,213928762
Panther,1995,"Drama, History",124,Mario Van Peebles,6.2,42,4.1588,0,6834525
Pushing Hands,1991,"Drama, Comedy",105,Ang Lee,7.3,80,2.3003,400000,152322
Priest,1995,"Drama, Romance",99,Antonia Bird,6.3,143,2.227,0,4176932
Quiz Show,1994,"History, Drama",133,Robert Redford,7.264,945,4.6389,31000000,24822619
Picture Bride,1995,"Drama, History",94,Kayo Hatta,6.4,24,2.038,0,0
Queen Margot,1994,"Drama, History, Romance",138,Patrice Chéreau,7.185,399,1.9808,0,1318578
The Quick and the Dead,1995,"Western, Action, Drama, Romance, Thriller",107,Sam Raimi,6.537,1866,3.6773,35000000,47000000
Roommates,1995,"Drama, Comedy",108,Peter Yates,5.7,29,5.0544,22000000,12400000
Prêt-à-Porter,1994,Comedy,133,Robert Altman,5.2,222,1.3317,15000000,11300653
Three Colors: Red,1994,"Drama, Mystery, Romance",100,Krzysztof Kieślowski,7.909,1493,2.0198,0,4127033
Three Colors: Blue,1993,Drama,98,Krzysztof Kieślowski,7.644,1802,1.7812,0,1527572
Three Colors: White,1994,"Comedy, Drama, Mystery",92,Krzysztof Kieślowski,7.443,1274,2.2258,0,1273525
"Red Firecracker, Green Firecracker",1994,Drama,111,He Ping,6.1,11,1.0494,0,0
Rent-a-Kid,1995,"Comedy, Family, TV Movie",85,Fred Gerber,5.579,70,2.4328,0,0
Relative Fear,1995,"Horror, Drama",90,George Mihalka,4.3,6,0.328,0,0
Stuart Saves His Family,1995,"Comedy, Drama",95,Harold Ramis,5.2,25,0.938,6300000,912082
The Swan Princess,1994,"Family, Animation, Fantasy, Adventure, Comedy",89,Richard Rich,6.6,981,4.0657,20000000,9771658
The Secret of Roan Inish,1994,"Adventure, Fantasy, Family, Drama",103,John Sayles,6.7,92,3.3316,5700000,6160000
The Specialist,1994,"Action, Thriller",110,Luis Llosa,5.938,1375,4.0535,45000000,170362582
Stargate,1994,"Action, Adventure, Science Fiction",121,Roland Emmerich,7.012,3628,5.0916,55000000,196567262
The Santa Clause,1994,"Fantasy, Drama, Comedy, Family",97,John Pasquin,6.5,2175,4.6567,22000000,189833357
The Shawshank Redemption,1994,"Drama, Crime",142,Frank Darabont,8.711,29218,25.248,25000000,28341469
Shallow Grave,1994,"Crime, Thriller",93,Danny Boyle,7.001,1081,1.3936,2500000,19779614
Suture,1993,"Drama, Thriller",96,Scott McGehee,6.4,39,2.9136,0,102780
Strawberry and Chocolate,1993,"Comedy, Drama",108,Tomás Gutiérrez Alea,7.037,81,2.5511,0,2087569
Swimming with Sharks,1994,"Crime, Comedy",93,George Huang,6.6,328,2.4772,700000,382928
The Sum of Us,1994,"Comedy, Drama, Romance",100,Kevin Dowling,6.732,71,8.3086,0,0
National Lampoon's Senior Trip,1995,Comedy,91,Kelly Makin,5.424,99,4.161,0,0
To Live,1994,"Drama, Romance, War",133,Zhang Yimou,8.069,347,2.7908,0,0
Tank Girl,1995,"Action, Comedy, Science Fiction, Fantasy",104,Rachel Talalay,5.432,544,2.6673,25000000,4064495
Tales from the Crypt: Demon Knight,1995,"Horror, Comedy, Thriller",93,Ernest R. Dickerson,6.867,527,2.8399,13000000,21089146
Star Trek: Generations,1994,"Science Fiction, Action, Adventure, Thriller",117,David Carson,6.5,1414,3.3589,38000000,118071125
Tales from the Hood,1995,"Horror, Crime, Thriller, Drama, Fantasy",98,Rusty Cundieff,6.239,178,2.5807,6000000,12000000
Tom & Viv,1994,"Drama, Romance",115,Brian Gilbert,6.1,32,2.6178,0,0
Village of the Damned,1995,"Thriller, Horror, Science Fiction",99,John Carpenter,6.1,879,2.9008,22000000,9418365
Tommy Boy,1995,Comedy,98,Peter Segal,6.799,1009,5.8984,20000000,32648673
Vanya on 42nd Street,1994,Drama,120,Louis Malle,6.5,86,1.1524,0,1746050
The Underneath,1995,"Crime, Drama, Thriller",99,Steven Soderbergh,5.635,85,5.2093,6500000,0
The Walking Dead,1995,"Drama, War",88,Preston A. Whitmore II,5.793,29,2.7667,0,6014541
What's Eating Gilbert Grape,1993,"Romance, Drama",118,Lasse Hallström,7.662,4131,7.3896,11000000,10000000
Virtuosity,1995,"Action, Crime, Science Fiction, Thriller",106,Brett Leonard,5.506,575,5.7013,30000000,24048000
While You Were Sleeping,1995,"Romance, Comedy",103,Jon Turteltaub,7.017,1909,3.3724,17000000,182100000
The War,1994,"Drama, War",126,Jon Avnet,6.6,213,1.0239,0,16
Double Happiness,1994,"Comedy, Romance, Drama",87,Mina Shum,6.265,17,6.0275,0,759393
Muriel's Wedding,1994,"Comedy, Drama, Romance",106,P.J. Hogan,6.8,476,2.8376,3000000,15119639
The Baby-Sitters Club,1995,"Comedy, Drama, Family",94,Melanie Mayron,5.351,97,1.3959,0,0
Ace Ventura: Pet Detective,1994,"Comedy, Mystery, Crime",86,Tom Shadyac,6.567,6122,5.0491,15000000,107217396
"The Adventures of Priscilla, Queen of the Desert",1994,"Drama, Comedy",103,Stephan Elliott,7.277,870,2.475,2000000,29700000
Backbeat,1994,"Drama, Music",100,Iain Softley,6.07,107,1.8675,0,0
Bitter Moon,1992,"Thriller, Drama, Romance",139,Roman Polanski,7.1,813,6.6466,5000000,1862805
Bullets Over Broadway,1994,"Comedy, Crime",98,Woody Allen,7.08,646,0.9578,20000000,37483747
Clear and Present Danger,1994,"Action, Drama, Thriller",141,Phillip Noyce,6.6,1602,3.5674,62000000,215887717
The Client,1994,"Drama, Thriller, Crime, Mystery",119,Joel Schumacher,6.7,1277,5.7649,45000000,117615211
"Corrina, Corrina",1994,"Comedy, Family, Romance",115,Jessie Nelson,6.7,438,7.7561,12500000,20100000
Crooklyn,1994,"Comedy, Drama",114,Spike Lee,6.815,154,6.0659,14000000,0
The Crow,1994,"Fantasy, Action, Thriller",102,Alex Proyas,7.518,4347,4.7789,23000000,93722164
Cobb,1994,Drama,128,Ron Shelton,5.886,92,2.5637,25500000,1007583
The Flintstones,1994,"Fantasy, Comedy, Family",91,Brian Levant,5.4,2542,3.1487,46000000,341631208
Forrest Gump,1994,"Comedy, Drama, Romance",142,Robert Zemeckis,8.464,28850,16.7377,55000000,677387716
Four Weddings and a Funeral,1994,"Comedy, Drama, Romance",117,Mike Newell,6.772,2861,2.8307,4400000,245700832
Higher Learning,1995,"Drama, Crime, Thriller",128,John Singleton,6.3,230,2.0193,20000000,38300000
I Like It Like That,1994,"Comedy, Drama, Romance",104,Darnell Martin,6.175,20,2.3554,0,1777020
I Love Trouble,1994,"Romance, Comedy",123,Charles Shyer,5.48,221,3.5504,45000000,61947267
It Could Happen to You,1994,"Comedy, Drama, Romance",101,Andrew Bergman,6.697,865,4.6704,20000000,37939757
The Jungle Book,1994,"Family, Adventure, Drama",111,Stephen Sommers,5.953,482,4.1582,27000000,53508356
The Wonderful Horrible Life of Leni Riefenstahl,1993,Documentary,188,Ray Müller,7.103,29,0.7017,0,449707
The Lion King,1994,"Family, Animation, Drama, Adventure",89,Roger Allers,8.255,19151,12.9913,45000000,763455561
Little Buddha,1993,"Drama, History",123,Bernardo Bertolucci,6.3,431,4.3647,35000000,4900000
New Nightmare,1994,"Horror, Mystery, Fantasy",112,Wes Craven,6.465,1519,2.9935,8000000,18090181
The Mask,1994,"Romance, Comedy, Crime, Fantasy",101,Chuck Russell,6.973,10834,15.2416,23000000,351583407
Maverick,1994,"Action, Adventure, Comedy, Drama, Western",127,Richard Donner,6.883,1682,4.0921,75000000,183031272
Mrs. Parker and the Vicious Circle,1994,Drama,125,Alan Rudolph,5.8,56,0.7108,0,0
Naked Gun 33⅓: The Final Insult,1994,"Comedy, Crime",83,Peter Segal,6.487,2353,6.2613,30000000,132032598
The Paper,1994,"Comedy, Drama",112,Ron Howard,6.6,225,3.6986,6000000,48400000
Reality Bites,1994,"Drama, Romance, Comedy",98,Ben Stiller,6.564,769,1.3564,11500000,33351557
Red Rock West,1993,"Crime, Drama, Thriller",98,John Dahl,6.742,376,2.575,8000000,2500000
Ri¢hie Ri¢h,1994,"Comedy, Family",95,Donald Petrie,5.941,2349,5.1952,40000000,38087756
Safe Passage,1994,Drama,98,Robert Allan Ackerman,5.833,21,1.8381,0,0
The River Wild,1994,"Adventure, Thriller, Drama",111,Curtis Hanson,6.437,924,4.2774,45000000,94216343
Speed,1994,"Action, Thriller",116,Jan de Bont,7.143,6560,5.2072,30000000,350448145
Speechless,1994,"Romance, Comedy",99,Ron Underwood,5.9,102,1.3232,38000000,25067959
Timecop,1994,"Thriller, Science Fiction, Action, Crime",98,Peter Hyams,6.014,1246,1.8145,28000000,128953581
True Lies,1994,"Action, Thriller",141,James Cameron,7.1,4361,4.8776,115000000,378900000
When a Man Loves a Woman,1994,"Drama, Romance",126,Luis Mandoki,6.599,369,2.2082,0,50021959
Wolf,1994,"Horror, Drama, Romance",125,Mike Nichols,6.13,972,4.9998,70000000,131002597
Wyatt Earp,1994,"Western, Drama, Action, Adventure",191,Lawrence Kasdan,6.778,891,8.4558,63000000,25100000
Bad Company,1995,"Action, Crime, Romance, Thriller",108,Damian Harris,4.855,69,3.6105,0,0
A Man of No Importance,1994,"Comedy, Drama",99,Suri Krishnamma,6.0,19,1.3649,0,934550
S.F.W.,1995,"Comedy, Drama",96,Jefery Levy,5.977,109,1.9697,0,0
A Low Down Dirty Shame,1994,"Comedy, Crime, Action",100,Keenen Ivory Wayans,5.583,115,1.7114,10000000,29392418
Boys Life,1994,Drama,91,Robert Lee King,4.615,13,3.035,0,0
Colonel Chabert,1994,Drama,110,Yves Angelo,6.449,69,2.472,0,0
"Faster, Pussycat! Kill! Kill!",1965,"Crime, Action, Thriller, Comedy",83,Russ Meyer,6.3,349,5.5396,45000,36122
Jason's Lyric,1994,"Crime, Drama, Romance",119,Doug McHenry,6.745,55,0.6343,7000000,20851521
The Secret Adventures of Tom Thumb,1993,"Animation, Science Fiction, Adventure, Horror",61,Dave Borthwick,6.5,36,0.0959,0,0
Street Fighter,1994,"Action, Adventure, Comedy, Thriller",102,Steven E. de Souza,4.655,1556,4.5621,35000000,99423521
Coldblooded,1995,"Action, Comedy",92,Wallace Wolodarsky,6.242,64,3.1442,0,0
Desert Winds,1994,"Drama, Mystery, Romance",96,Michael A. Nickles,3.667,3,2.2744,0,0
Fall Time,1995,"Action, Adventure, Crime, Drama, Thriller",88,Paul Warner,4.667,27,2.8924,4000000,0
The Fear,1995,Horror,102,Vincent Robert,3.872,39,4.5698,0,0
Frank and Ollie,1995,Documentary,89,Theodore Thomas,7.4,39,0.2241,0,0
Girl in the Cadillac,1995,"Romance, Adventure, Crime, Drama",89,Lucas Platt,4.222,9,2.2471,0,0
Homage,1995,"Thriller, Drama",97,Ross Kagan Marks,4.25,8,0.3176,0,0
Mirage,1995,"Action, Thriller",92,Paul Williams,3.0,6,1.6839,0,0
Open Season,1995,Comedy,97,Robert Wuhl,4.2,5,1.3896,0,0
Two Crimes,1995,"Comedy, Drama, Crime",108,Roberto Sneider,4.727,11,4.7812,0,0
Brother Minister: The Assassination of Malcolm X,1995,Documentary,115,Jack Baxter,3.0,2,0.0725,0,0
Highlander III: The Sorcerer,1994,"Fantasy, Action, Adventure",99,Andrew Morahan,4.753,529,3.7495,30000000,36738574
Federal Hill,1995,"Crime, Drama",97,Michael Corrente,4.4,10,2.8812,0,0
In the Mouth of Madness,1995,"Horror, Mystery",95,John Carpenter,7.211,1801,8.0547,8000000,8946600
8 Seconds,1994,"Drama, Romance, Western",105,John G. Avildsen,7.121,103,2.5889,7000000,19623396
Above the Rim,1994,"Crime, Drama, Thriller",96,Jeff Pollack,6.971,209,3.02,0,0
Addams Family Values,1993,"Comedy, Family, Fantasy",94,Barry Sonnenfeld,6.969,3210,6.5832,47000000,48919043
Martin Lawrence: You So Crazy,1994,"Comedy, Documentary",84,Thomas Schlamme,6.4,20,3.092,0,0
The Age of Innocence,1993,"Drama, Romance",139,Martin Scorsese,7.0,1165,2.2946,34000000,32255440
Airheads,1994,"Comedy, Crime, Music",92,Michael Lehmann,6.155,785,4.8119,15000000,5751882
The Air Up There,1994,"Family, Comedy",107,Paul Michael Glaser,6.1,156,2.7758,17000000,21011500
Another Stakeout,1993,"Comedy, Crime, Action",109,John Badham,5.418,238,1.8634,30000000,30008496
Bad Girls,1994,"Romance, Western",99,Jonathan Kaplan,5.4,254,2.3917,0,15240435
Barcelona,1994,"Comedy, Drama, Romance",100,Whit Stillman,6.2,86,4.8891,3200000,0
Being Human,1994,"Drama, Comedy, Fantasy",122,Bill Forsyth,5.1,61,6.6772,40000000,5000000
The Beverly Hillbillies,1993,"Comedy, Family",92,Penelope Spheeris,6.31,569,4.3135,25000000,57405220
Beverly Hills Cop III,1994,"Action, Comedy, Crime",105,John Landis,5.879,2027,2.6399,50000000,119208989
Black Beauty,1994,"Family, Adventure, Drama",88,Caroline Thompson,6.7,342,1.1339,0,0
Blink,1993,"Crime, Thriller",106,Michael Apted,6.131,191,0.6972,11000000,16668552
Blown Away,1994,Action,121,Stephen Hopkins,6.211,590,3.6227,28000000,30156002
Blue Chips,1994,Drama,108,William Friedkin,6.073,193,5.5765,35000000,26000000
Blue Sky,1994,"Drama, Romance",101,Tony Richardson,6.055,146,3.1099,0,0
Body Snatchers,1993,"Horror, Science Fiction",87,Abel Ferrara,6.139,447,2.0095,13000000,428868
Boxing Helena,1993,"Drama, Romance, Thriller",107,Jennifer Lynch,5.036,238,2.3981,0,1800000
A Bronx Tale,1993,"Drama, Crime",121,Robert De Niro,7.874,2696,5.9854,22000000,17287898
Cabin Boy,1994,"Comedy, Fantasy, Adventure, Romance",80,Adam Resnick,5.1,108,2.8183,0,3662459
Calendar Girl,1993,"Comedy, Drama",90,John Whitesell,5.109,65,1.0139,13000000,2600000
Carlito's Way,1993,"Crime, Drama, Thriller",144,Brian De Palma,7.828,3337,3.1127,30000000,63848322
City Slickers II: The Legend of Curly's Gold,1994,"Comedy, Western",116,Paul Weiland,5.3,327,1.399,40000000,72000000
Clean Slate,1994,"Comedy, Mystery",107,Mick Jackson,5.8,72,2.9604,0,7355425
Cliffhanger,1993,"Action, Adventure, Thriller",112,Renny Harlin,6.5,2511,3.6714,70000000,255000211
Coneheads,1993,"Comedy, Science Fiction",87,Steve Barron,5.458,984,7.772,33000000,21274717
Color of Night,1994,"Romance, Mystery, Thriller",121,Richard Rush,5.7,605,3.3087,40000000,19700000
Cops & Robbersons,1994,"Comedy, Thriller, Crime",93,Michael Ritchie,5.097,124,4.2937,20000000,11391093
The Cowboy Way,1994,"Action, Comedy, Crime, Drama, Thriller, Western",102,Gregg Champion,5.6,161,2.7305,0,0
Dangerous Game,1993,Drama,108,Abel Ferrara,5.72,83,2.6149,10000000,1261210
Dave,1993,Comedy,110,Ivan Reitman,6.647,799,1.4222,28000000,92000000
Dazed and Confused,1993,"Comedy, Drama",102,Richard Linklater,7.3,2169,2.7095,6900000,8259076
Demolition Man,1993,"Crime, Action, Science Fiction",115,Marco Brambilla,6.749,3927,5.1355,57000000,159055768
The Endless Summer II,1994,Documentary,109,Bruce Brown,7.5,25,2.2865,0,2155385
Even Cowgirls Get the Blues,1994,"Comedy, Drama, Romance, Western",96,Gus Van Sant,4.383,133,1.9141,8000000,0
Fatal Instinct,1993,"Comedy, Crime",91,Carl Reiner,5.412,159,2.86,0,0
Farewell My Concubine,1993,Drama,171,Chen Kaige,8.0,639,4.3959,4000000,6400000
The Favor,1994,"Comedy, Romance",97,Donald Petrie,4.8,53,1.5594,13000000,3134081
Fearless,1993,Drama,122,Peter Weir,6.9,324,2.9306,20000000,6995302
Fear of a Black Hat,1994,"Comedy, Music",88,Rusty Cundieff,5.896,48,2.4385,1000000,233824
With Honors,1994,"Comedy, Drama",103,Alek Keshishian,6.741,217,4.0435,0,20016254
Flesh and Bone,1993,"Drama, Romance, Thriller",126,Steve Kloves,6.0,99,1.4937,0,9709451
Widows' Peak,1994,"Comedy, Thriller, Mystery, Romance",101,John Irvin,6.3,19,5.1902,0,0
For Love or Money,1993,"Comedy, Romance",94,Barry Sonnenfeld,6.2,377,3.0876,30000000,11146270
The Firm,1993,"Drama, Mystery, Thriller",154,Sydney Pollack,6.728,2191,3.2369,42000000,270248367
Free Willy,1993,"Family, Adventure, Drama",112,Simon Wincer,6.181,1888,4.8065,20000000,153698625
Fresh,1994,"Crime, Drama, Thriller",114,Boaz Yakin,7.161,224,5.2677,3500000,8094616
The Fugitive,1993,"Action, Thriller, Drama",131,Andrew Davis,7.466,4564,10.4535,44000000,183875799
Geronimo: An American Legend,1993,"Western, History, Action, Drama",115,Walter Hill,6.273,274,2.2505,35000000,18635620
The Getaway,1994,"Action, Crime, Mystery, Thriller",115,Roger Donaldson,5.763,371,2.4117,0,30057974
Getting Even with Dad,1994,"Comedy, Crime, Family",109,Howard Deutch,5.293,210,4.5591,30000000,53769594
Go Fish,1994,"Romance, Comedy, Drama",83,Rose Troche,4.9,37,4.4432,15000,2405285
A Good Man in Africa,1994,"Comedy, Drama",94,Bruce Beresford,4.857,42,1.555,0,0
Guilty as Sin,1993,"Thriller, Drama",107,Sidney Lumet,5.649,141,0.976,12000000,22866222
Hard Target,1993,"Action, Thriller, Crime",97,John Woo,6.5,1286,6.1874,18000000,74189677
Heaven & Earth,1993,"History, War, Drama",140,Oliver Stone,6.674,269,5.0228,33000000,5900000
Hot Shots! Part Deux,1993,"Action, Comedy, War",88,Jim Abrahams,6.542,1963,3.3783,25000000,133752825
Live Nude Girls,1995,Comedy,95,Julianna Lavin,4.514,37,0.7178,0,0
The Englishman Who Went Up a Hill But Came Down a Mountain,1995,"Drama, Comedy, Romance",91,Christopher Monger,6.305,310,2.3201,0,0
The House of the Spirits,1993,"Romance, Drama",140,Bille August,6.9,714,4.2438,25000000,6265311
House Party 3,1994,Comedy,94,Eric Meza,5.1,56,1.604,0,0
The Hudsucker Proxy,1994,"Comedy, Drama, Fantasy",111,Joel Coen,7.066,1127,1.7497,25000000,2800000
I'll Do Anything,1994,"Comedy, Drama",115,James L. Brooks,5.5,54,4.4915,40000000,0
In the Army Now,1994,Comedy,91,Daniel Petrie Jr.,5.1,220,1.4669,0,28881266
In the Line of Fire,1993,"Action, Drama, Thriller, Crime, Mystery",128,Wolfgang Petersen,6.958,1705,4.303,40000000,177000000
In the Name of the Father,1993,Drama,133,Jim Sheridan,7.894,1866,3.7503,13000000,65796862
The Inkwell,1994,"Comedy, Drama, Romance",110,Matty Rich,5.265,17,2.2405,0,8880705
What's Love Got to Do with It,1993,"Drama, Music, History",118,Brian Gibson,7.05,343,4.5902,15000000,39100000
Jimmy Hollywood,1994,Comedy,112,Barry Levinson,5.172,67,3.9423,30000000,3800000
Judgment Night,1993,"Action, Crime, Thriller",109,Stephen Hopkins,6.5,363,4.0326,21000000,12136938
Jurassic Park,1993,"Adventure, Science Fiction",127,Steven Spielberg,7.963,17264,6.2866,63000000,920100000
Kalifornia,1993,"Thriller, Crime",118,Dominic Sena,6.579,830,2.4673,9000000,2395231
Killing Zoe,1993,"Action, Crime, Drama, Thriller",96,Roger Avary,6.196,358,7.9172,1500000,418961
King of the Hill,1993,"Drama, History",103,Steven Soderbergh,6.791,165,3.8571,8000000,1214231
Lassie,1994,"Family, Adventure",94,Daniel Petrie,6.137,211,4.722,0,9994609
Last Action Hero,1993,"Adventure, Fantasy, Action, Comedy, Family",131,John McTiernan,6.471,2867,3.9054,85000000,137300000
Life with Mikey,1993,"Comedy, Family",91,James Lapine,5.7,149,2.2806,2000000,12440858
Lightning Jack,1994,"Comedy, Western",98,Simon Wincer,5.537,134,1.5543,0,0
M. Butterfly,1993,"Romance, Drama",101,David Cronenberg,6.592,234,11.0432,17000000,1499795
Made in America,1993,Comedy,111,Richard Benjamin,5.5,379,1.9849,22000000,104942695
Malice,1993,Thriller,107,Harold Becker,6.3,491,3.6545,20000000,46405336
The Man Without a Face,1993,Drama,115,Mel Gibson,6.539,539,2.013,20000000,36560338
Manhattan Murder Mystery,1993,"Comedy, Mystery",104,Woody Allen,7.253,1144,2.7184,13500000,11285588
Menace II Society,1993,"Drama, Crime, Thriller",97,Allen Hughes,7.501,835,2.2952,3500000,27900000
Executive Decision,1996,"Action, Adventure, Drama, Thriller",132,Stuart Baird,6.3,988,3.0475,55000000,121969216
In the Realm of the Senses,1976,"Drama, Romance",105,Nagisa Ōshima,6.59,686,8.1913,0,0
What Happened Was...,1994,"Comedy, Drama, Romance",91,Tom Noonan,7.0,42,3.979,0,0
Much Ado About Nothing,1993,"Drama, Comedy, Romance",111,Kenneth Branagh,6.9,770,2.9861,11000000,22600000
Mr. Jones,1993,"Drama, Romance",114,Mike Figgis,5.736,165,3.5594,0,0
Mr. Wonderful,1993,"Comedy, Romance",98,Anthony Minghella,5.531,48,2.8131,0,3125424
Mrs. Doubtfire,1993,"Comedy, Drama, Family",125,Chris Columbus,7.192,6394,5.2437,25000000,441286195
Naked,1993,"Drama, Comedy",131,Mike Leigh,7.2,627,3.0082,0,1769305
The Next Karate Kid,1994,"Action, Drama, Family, Adventure",107,Christopher Cain,5.391,1113,4.3048,12000000,15876353
The New Age,1994,"Comedy, Drama",112,Michael Tolkin,5.438,32,1.317,0,0
No Escape,1994,"Action, Drama, Science Fiction, Thriller",118,Martin Campbell,6.255,457,3.888,20000000,15340000
